"lat","long","Sample_depth_min_cm","Sample_depth_max_cm","Sea_Depth_meters_NOAA","Sea_Depth_meters","sample_type","Diff_Buckley_NOAA","Ocean","OBD_IRN","OBD_IRN_extra_info"
17.275,-48.41667,"55","58",-3881,"3795","deep_core",-86,"Atlantic ocean",17371,"Sections from core 702cms longž1965,O,40: 155-158ž205-208ž405-408ž555-558cms. 1965,O,206: 4ž80-82ž125-127ž700-701cms|BM.1965,O40, V16-21, RV Vema, 09/11/1959, 17 16 30 N; 48 25  W; Western Central Atlantic Ocean"
17.275,-48.41667,"80","82",-3881,"3795","deep_core",-86,"Atlantic ocean",17371,"Sections from core 702cms longž1965,O,40: 155-158ž205-208ž405-408ž555-558cms. 1965,O,206: 4ž80-82ž125-127ž700-701cms|BM.1965,O40, V16-21, RV Vema, 09/11/1959, 17 16 30 N; 48 25  W; Western Central Atlantic Ocean"
17.275,-48.41667,"405","408",-3881,"3795","deep_core",-86,"Atlantic ocean",17371,"Sections from core 702cms longž1965,O,40: 155-158ž205-208ž405-408ž555-558cms. 1965,O,206: 4ž80-82ž125-127ž700-701cms|BM.1965,O40, V16-21, RV Vema, 09/11/1959, 17 16 30 N; 48 25  W; Western Central Atlantic Ocean"
17.275,-48.41667,"205","208",-3881,"3795","deep_core",-86,"Atlantic ocean",17371,"Sections from core 702cms longž1965,O,40: 155-158ž205-208ž405-408ž555-558cms. 1965,O,206: 4ž80-82ž125-127ž700-701cms|BM.1965,O40, V16-21, RV Vema, 09/11/1959, 17 16 30 N; 48 25  W; Western Central Atlantic Ocean"
21.11667,-72.85,"151","152",-2910,"2470","deep_core",-440,"Atlantic ocean near islands",17163,"Sections from core 555cm long|BM.1965,O208, A 185-7, RV Argo, 21 7  N; 72 51  W; Western Central Atlantic Ocean"
21.11667,-72.85,"402","402",-2910,"2470","deep_core",-440,"Atlantic ocean near islands",17163,"Sections from core 555cm long|BM.1965,O208, A 185-7, RV Argo, 21 7  N; 72 51  W; Western Central Atlantic Ocean"
21.11667,-72.85,"421","422",-2910,"2470","deep_core",-440,"Atlantic ocean near islands",17163,"Sections from core 555cm long|BM.1965,O208, A 185-7, RV Argo, 21 7  N; 72 51  W; Western Central Atlantic Ocean"
21.2,-45.35,"205","208",-3182,"3000","deep_core",-182,"Atlantic ocean",17348,"5 sections from a core, 735cms long. 1965,O,38: 205-208, 405-408, 545-548, 625-628, 685-688cms. 1965,O,204: 728-729cms. 1962,O,62:|BM.1965,O38, V 12-5, RV Vema, 26/12/1956, 21 12  N; 45 21  W; Western Central Atlantic Ocean"
21.2,-45.35,"545","548",-3182,"3000","deep_core",-182,"Atlantic ocean",17348,"5 sections from a core, 735cms long. 1965,O,38: 205-208, 405-408, 545-548, 625-628, 685-688cms. 1965,O,204: 728-729cms. 1962,O,62:|BM.1965,O38, V 12-5, RV Vema, 26/12/1956, 21 12  N; 45 21  W; Western Central Atlantic Ocean"
21.2,-45.35,"625","628",-3182,"3000","deep_core",-182,"Atlantic ocean",17348,"5 sections from a core, 735cms long. 1965,O,38: 205-208, 405-408, 545-548, 625-628, 685-688cms. 1965,O,204: 728-729cms. 1962,O,62:|BM.1965,O38, V 12-5, RV Vema, 26/12/1956, 21 12  N; 45 21  W; Western Central Atlantic Ocean"
26.7,-39.38333,"600","600",-4741,"4517","deep_core",-224,"Atlantic ocean",18560,"600cm. Core length 722cm|BM.1968,O412, 171, RV Chain, 06/12/1966, 26 42  N; 39 23  W; Eastern Central Atlantic Ocean, Piston corer"
26.7,-39.38333,"540","540",-4741,"4517","deep_core",-224,"Atlantic ocean",18560,"600cm. Core length 722cm|BM.1968,O412, 171, RV Chain, 06/12/1966, 26 42  N; 39 23  W; Eastern Central Atlantic Ocean, Piston corer"
26.7,-39.38333,"530","530",-4741,"4517","deep_core",-224,"Atlantic ocean",18560,"600cm. Core length 722cm|BM.1968,O412, 171, RV Chain, 06/12/1966, 26 42  N; 39 23  W; Eastern Central Atlantic Ocean, Piston corer"
26.7,-39.38333,"520","520",-4741,"4517","deep_core",-224,"Atlantic ocean",18560,"600cm. Core length 722cm|BM.1968,O412, 171, RV Chain, 06/12/1966, 26 42  N; 39 23  W; Eastern Central Atlantic Ocean, Piston corer"
26.7,-39.38333,"510","510",-4741,"4517","deep_core",-224,"Atlantic ocean",18560,"600cm. Core length 722cm|BM.1968,O412, 171, RV Chain, 06/12/1966, 26 42  N; 39 23  W; Eastern Central Atlantic Ocean, Piston corer"
26.7,-39.38333,"500","500",-4741,"4517","deep_core",-224,"Atlantic ocean",18560,"600cm. Core length 722cm|BM.1968,O412, 171, RV Chain, 06/12/1966, 26 42  N; 39 23  W; Eastern Central Atlantic Ocean, Piston corer"
26.7,-39.38333,"480","480",-4741,"4517","deep_core",-224,"Atlantic ocean",18560,"600cm. Core length 722cm|BM.1968,O412, 171, RV Chain, 06/12/1966, 26 42  N; 39 23  W; Eastern Central Atlantic Ocean, Piston corer"
26.7,-39.38333,"465","465",-4741,"4517","deep_core",-224,"Atlantic ocean",18560,"600cm. Core length 722cm|BM.1968,O412, 171, RV Chain, 06/12/1966, 26 42  N; 39 23  W; Eastern Central Atlantic Ocean, Piston corer"
26.7,-39.38333,"430","430",-4741,"4517","deep_core",-224,"Atlantic ocean",18560,"600cm. Core length 722cm|BM.1968,O412, 171, RV Chain, 06/12/1966, 26 42  N; 39 23  W; Eastern Central Atlantic Ocean, Piston corer"
26.7,-39.38333,"300","300",-4741,"4517","deep_core",-224,"Atlantic ocean",18560,"600cm. Core length 722cm|BM.1968,O412, 171, RV Chain, 06/12/1966, 26 42  N; 39 23  W; Eastern Central Atlantic Ocean, Piston corer"
26.7,-39.38333,"200","200",-4741,"4517","deep_core",-224,"Atlantic ocean",18560,"600cm. Core length 722cm|BM.1968,O412, 171, RV Chain, 06/12/1966, 26 42  N; 39 23  W; Eastern Central Atlantic Ocean, Piston corer"
26.7,-39.38333,"145","145",-4741,"4517","deep_core",-224,"Atlantic ocean",18560,"600cm. Core length 722cm|BM.1968,O412, 171, RV Chain, 06/12/1966, 26 42  N; 39 23  W; Eastern Central Atlantic Ocean, Piston corer"
26.7,-39.38333,"80","80",-4741,"4517","deep_core",-224,"Atlantic ocean",18560,"600cm. Core length 722cm|BM.1968,O412, 171, RV Chain, 06/12/1966, 26 42  N; 39 23  W; Eastern Central Atlantic Ocean, Piston corer"
26.7,-39.38333,"580","580",-4741,"4517","deep_core",-224,"Atlantic ocean",18560,"600cm. Core length 722cm|BM.1968,O412, 171, RV Chain, 06/12/1966, 26 42  N; 39 23  W; Eastern Central Atlantic Ocean, Piston corer"
28.4,-77.93333,"500","500",-1004,"970","deep_core",-34,"Atlantic ocean near coast",17162,"5 sections from a core 545cms long|BM.1965,O203, V3-153, RV Vema, 28 24  N; 77 56  W; Western Central Atlantic Ocean"
35.68333,-4.08333,"40","40",-1500,"1498","deep_core",-2,"Mediterranean sea",NA,NA
35.68333,-4.08333,"80","80",-1500,"1498","deep_core",-2,"Mediterranean sea",NA,NA
35.68333,-4.08333,"160","160",-1500,"1498","deep_core",-2,"Mediterranean sea",NA,NA
35.68333,-4.08333,"240","240",-1500,"1498","deep_core",-2,"Mediterranean sea",NA,NA
35.68333,-4.08333,"340","340",-1500,"1498","deep_core",-2,"Mediterranean sea",NA,NA
35.68333,-4.08333,"400","400",-1500,"1498","deep_core",-2,"Mediterranean sea",NA,NA
35.68333,-4.08333,"420","420",-1500,"1498","deep_core",-2,"Mediterranean sea",NA,NA
35.68333,-4.08333,"440","440",-1500,"1498","deep_core",-2,"Mediterranean sea",NA,NA
35.68333,-4.08333,"520","520",-1500,"1498","deep_core",-2,"Mediterranean sea",NA,NA
36.543,13.092,"5","6",-1620,NA,"deep_core",NA,"Mediterranean sea",14259,"1 core, echo trace|BM.1958,631, HMS Owen, 22/05/1958, 36 32 36 N; 13 5 30 E; Northeast Atlantic Ocean, B.M. Corer"
36.543,13.092,"8","10",-1620,NA,"deep_core",NA,"Mediterranean sea",14259,"1 core, echo trace|BM.1958,631, HMS Owen, 22/05/1958, 36 32 36 N; 13 5 30 E; Northeast Atlantic Ocean, B.M. Corer"
36.543,13.092,"12","13",-1620,NA,"deep_core",NA,"Mediterranean sea",14259,"1 core, echo trace|BM.1958,631, HMS Owen, 22/05/1958, 36 32 36 N; 13 5 30 E; Northeast Atlantic Ocean, B.M. Corer"
36.543,13.092,"16.5","17.5",-1620,NA,"deep_core",NA,"Mediterranean sea",14259,"1 core, echo trace|BM.1958,631, HMS Owen, 22/05/1958, 36 32 36 N; 13 5 30 E; Northeast Atlantic Ocean, B.M. Corer"
36.543,13.092,"20","21",-1620,NA,"deep_core",NA,"Mediterranean sea",14259,"1 core, echo trace|BM.1958,631, HMS Owen, 22/05/1958, 36 32 36 N; 13 5 30 E; Northeast Atlantic Ocean, B.M. Corer"
36.543,13.092,"24","26",-1620,NA,"deep_core",NA,"Mediterranean sea",14259,"1 core, echo trace|BM.1958,631, HMS Owen, 22/05/1958, 36 32 36 N; 13 5 30 E; Northeast Atlantic Ocean, B.M. Corer"
36.543,13.092,"30","31",-1620,NA,"deep_core",NA,"Mediterranean sea",14259,"1 core, echo trace|BM.1958,631, HMS Owen, 22/05/1958, 36 32 36 N; 13 5 30 E; Northeast Atlantic Ocean, B.M. Corer"
36.543,13.092,"35.5","36.5",-1620,NA,"deep_core",NA,"Mediterranean sea",14259,"1 core, echo trace|BM.1958,631, HMS Owen, 22/05/1958, 36 32 36 N; 13 5 30 E; Northeast Atlantic Ocean, B.M. Corer"
36.543,13.092,"40","42",-1620,NA,"deep_core",NA,"Mediterranean sea",14259,"1 core, echo trace|BM.1958,631, HMS Owen, 22/05/1958, 36 32 36 N; 13 5 30 E; Northeast Atlantic Ocean, B.M. Corer"
36.543,13.092,"44","45",-1620,NA,"deep_core",NA,"Mediterranean sea",14259,"1 core, echo trace|BM.1958,631, HMS Owen, 22/05/1958, 36 32 36 N; 13 5 30 E; Northeast Atlantic Ocean, B.M. Corer"
36.543,13.092,"50","52",-1620,NA,"deep_core",NA,"Mediterranean sea",14259,"1 core, echo trace|BM.1958,631, HMS Owen, 22/05/1958, 36 32 36 N; 13 5 30 E; Northeast Atlantic Ocean, B.M. Corer"
36.543,13.092,"58","60",-1620,NA,"deep_core",NA,"Mediterranean sea",14259,"1 core, echo trace|BM.1958,631, HMS Owen, 22/05/1958, 36 32 36 N; 13 5 30 E; Northeast Atlantic Ocean, B.M. Corer"
36.543,13.092,"63","64",-1620,NA,"deep_core",NA,"Mediterranean sea",14259,"1 core, echo trace|BM.1958,631, HMS Owen, 22/05/1958, 36 32 36 N; 13 5 30 E; Northeast Atlantic Ocean, B.M. Corer"
36.543,13.092,"67","68",-1620,NA,"deep_core",NA,"Mediterranean sea",14259,"1 core, echo trace|BM.1958,631, HMS Owen, 22/05/1958, 36 32 36 N; 13 5 30 E; Northeast Atlantic Ocean, B.M. Corer"
13.221083,-59.555147,"land","land",255,NA,"land",NA,"Bissex Hill, Barbados",NA,NA
15.217,145.767,"land","land",23,NA,"land",NA,"Saipan Island limestone",17204,"|BM.1965,O247, Locality S 621, -, 15 13  N; 145 46  E; Western Central Pacific Ocean"
-77,-156.45,"","",-155,NA,"no_info",NA,"Pacific ocean Antartic",14782,"1 b, app. 85 g|BM.1960,182(40), 39, SS Discovery, 30/01/1902, 77 0  S; 156 27  W; Antarctic Pacific Ocean"
-68.32,31.35333,"","",-974,"700","no_info",-274,"Antarctic Indian Ocean",15900,"1 sld|BM.1962,216, 2, 02/02/1958, 68 19 12 S; 31 21 12 E; Antarctic Indian Ocean"
-66.63333,-178.78333,"","",-3511,"3592","no_info",81,"Pacific ocean Antartic",31149,"|171, Terra Nova, 10/12/1910, 66 38  S; 178 47  W; Antarctic Pacific Ocean"
-64.55833,-166.5,"","",-2846,"2926","no_info",80,"Pacific ocean",31168,"|E.5., Terra Novs, 26/12/1912, 64 33 4 S; 166 35  W; Antarctic Pacific Ocean"
-64.3,94.78333,"","",-2514,"2377","no_info",-137,"Antartic Ocean",32618,"1 b, 4 t, 1 sld|155, HMS Challenger, 23/02/1874, 64 18 0 S; 94 47 0 E; Antarctic Indian Ocean"
-61.25,-64.71389,"","",-3314,"3350","no_info",36,"Pacific ocean Antartic",19576,"|BM.1972,O418, 212(A-B), RRS Discovery II, 16/04/1927, 61 15  S; 64 42 50 W; Antarctic Atlantic Ocean, Dredge"
-53.63333,169.86667,"","",-746,"768","no_info",22,"Pacific ocean",17262,"|BM.1965,O30, B 32, HMNZS Pukaki, 01/01/1957, 53 38  S; 169 52  E; Southwest Pacific Ocean, Dietz grab"
-50.01667,123.06667,"","",-3976,"3292","no_info",-684,"Antarctic Indian Ocean",32657,"5 t, 7 slds, 1 box|158, HMS Challenger, 07/03/1974, 50 1 0 S; 123 4 0 E; Antarctic Indian Ocean"
-46,-123,"","",-4012,NA,"no_info",NA,"Pacific ocean",NA,NA
-44,-50.26667,"","",-5430,NA,"no_info",NA,"Atlantic ocean",18263,"25 specs|BM.1967,O361, Zapiola, /09/1963, 44 11  S; 50 16  W; Southwest Atlantic Ocean, Surface plankton tow"
-42.65,45.66667,"top","",-2939,"2995","no_info",56,"Indian ocean",16146,"1 slide|BM.1962,85, V 16-66, RV Vema, 09/01/1960, 42 39  S; 45 40  E; Western Indian Ocean, Ewing corer"
-41.967,-0.25,"","",-624,NA,"no_info",NA,"Atlantic ocean",19790,"|BM.1972,O633(1), V 22-109, RV Vema, 06/04/1966, 41 58  S; 0 15  W; Southeast Atlantic Ocean"
-40.45,49.81667,"","",-3780,"3914","no_info",134,"Indian ocean",38482,"1 b|91, HMS Waterwitch, 22/01/1895, 40 24 0 S; 49 49 0 E; Western Indian Ocean"
-39.76667,167.75,"","",-1137,"1148","no_info",11,"Pacific ocean, Tasman sea",17031,"1 slide|BM.1964,744, A 315, RNZFA Tui, 19/08/1956, 39 46  S; 167 45  E; Southwest Pacific Ocean, Dietz grab"
-39.70833,-6.05,"","",-801,"446","no_info",-355,"Atlantic ocean",15795,"App. 65 g|BM.1962,214(18), 75 (S23), HMS Owen, 05/02/1961, 39 42 30 S; 6 3  W; Southeast Atlantic Ocean, Dietz LaFond grab"
-37.86667,-17.6,"","",-2392,NA,"no_info",NA,"Atlantic ocean",15674,"14^, also 25 g from corer nosepiece|BM.1962,372, 70 C53), HMS Owen, 03/01/1961, 37 52  S; 17 36  W; Southeast Atlantic Ocean, Gravity corer 2"
-37.15,45.53333,"top","",-3663,"3640","no_info",-23,"Indian ocean",16146,"1 slide|BM.1962,85, V 16-66, RV Vema, 09/01/1960, 42 39  S; 45 40  E; Western Indian Ocean, Ewing corer"
-33.88333,173.83333,"","",-2464,"1920","no_info",-544,"Pacific ocean, Tasman sea",17229,"|BM.1965,O27, A 181, HMNZS Lachlan, 16/05/1955, 33 53  S; 173 50  E; Southwest Pacific Ocean, Worsel sampler"
-33.7,-78.3,"","",-3798,"2515","no_info",-1283,"Pacific ocean",34607,"3 b, 5 t, 5 j, 2 boxes, 6 slds|M.372, 300, HMS Challenger, 17/12/1875, 33 42 0 S; 78 18 0 W; Southeast Pacific Ocean"
-29.93333,54.1,"","",-4211,"4228","no_info",17,"Indian ocean",34678,"1 b, 1 t|22, HMS Egeria, 16/11/1887, 29 56  S; 54 6  E; Western Indian Ocean, Sounding"
-28.88333,170,"","",-3021,"2268","no_info",-753,"Pacific ocean, Tasman sea",17240,"Globigerina ooze|BM.1965,O28, A 294, F.N.Z.R.A., 07/06/1956, 28 53  S; 170 0  E; Southwest Pacific Ocean, Dietz grab"
-28.00833,112.45833,"","",-1206,"1443","no_info",237,"Indian ocean near coast",36043,"1 b|5, HMS Penguin, 16/04/1891, 28 0 5 S; 112 27 5 E; Eastern Indian Ocean, Sounding"
-26.93667,111.18167,"","",-3350,"3676","no_info",326,"Indian ocean near coast",36053,"1 b|9, HMS Penguin, 16/04/1891, 26 56 2 S; 111 10 9 E; Eastern Indian Ocean, Sounding"
-24.89167,110.39167,"","",-3829,"3758","no_info",-71,"Indian ocean near coast",36057,"1 b|12, HMS Penguin, 17/04/1891, 24 53 5 S; 110 23 5 E; Eastern Indian Ocean, Sounding"
-23.23472,56.30417,"","",-4646,"4510","no_info",-136,"Indian ocean",34676,"1 b|20, HMS Egeria, 12/11/1887, 23 14 45 S; 56 18 15 E; Western Indian Ocean, Sounding"
-21.25,-14.03333,"","",-3740,"3639","no_info",-101,"Atlantic ocean",34991,"43 b,1t,5b washings,2t,1t sounding,18 slides|M.408, 338, HMS Challenger, 21/03/1876, 21 15  S; 14 2  W; Southeast Atlantic Ocean, dredge"
-20.95,-175.23333,"","",-124,"869","no_info",745,"Pacific ocean near Tonga island",17273,"|BM.1965,O31, B 74, RNZFA Tui, 09/09/1958, 20 57  S; 175 14  E; Western Central Pacific Ocean, Cone dredge"
-19.56667,64.63333,"","",-2708,"2869","no_info",161,"Indian ocean",34671,"1 b 1t|16, HMS Egeria, 31/10/1887, 19 34  S; 64 38  E; Western Indian Ocean, Sounding"
-15.65,-179.0625,"","",-2519,"2579","no_info",60,"Pacific ocean",34993,"1 b|58, HMS Egeria, 26/08/1889, 15 39  S; 179 3 45 W; Western Central Pacific Ocean, Sounding"
-13.17167,-175.68833,"","",-3952,"4071","no_info",119,"Pacific ocean",36704,"1 b|723, HMS Penguin, 20/09/1897, 13 10 3 S; 175 41 3 W; Western Central Pacific Ocean"
-12.11667,64.125,"","",-3322,"3919","no_info",597,"Indian ocean",37190,"1 b|a, 54, HMS Sealark, 31/07/1905, 12 7 0 S; 64 7 5 E; Western Indian Ocean"
-10.21472,178.01444,"","",-4844,"4965","no_info",121,"Pacific ocean",36361,"1 b|3, HMS Penguin, 21/05/1896, 10 12 53 S; 178 0 52 E; Western Central Pacific Ocean"
-9.68333,-174.625,"","",-4057,"4188","no_info",131,"Pacific ocean",36515,"1 b, 2 t|188, HMS Penguin, 05/05/1897, 9 41  S; 174 37 30 W; Eastern Central Pacific Ocean"
-8.41667,65.63333,"","",-3694,"4082","no_info",388,"Indian ocean",37130,"1 b, 1 t|52, HMS Sealark, 29/07/1905, 8 25 0 S; 65 38  E; Western Indian Ocean"
-7.59167,61.48333,"","",-3507,"3758","no_info",251,"Indian ocean",37148,"1 b, 1 t|181, HMS Sealark, 09/11/1905, 7 35 30 S; 61 29 0 E; Western Indian Ocean"
-2.70167,67.38333,"","",-3594,"3475","no_info",-119,"Indian ocean",37149,"1 b, 1 t|186, HMS Sealark, 12/11/1905, 2 42 6 S; 67 23 0 E; Western Indian Ocean"
-0.7,147,"","",-2213,"2012","no_info",-201,"Pacific ocean",33668,"2 b, 3 t|220, HMS Challenger, 11/03/1875, 0 42 0 S; 147 0 0 E; Western Central Pacific Ocean"
